,Term,AffectCategory,Flag,Synonym_1,Synonym_2,Synonym_3,Synonym_4,AffectCategory_#,negative,positive,fear,anger,trust,sadness,disgust,joy,anticip,surprise,features
6327,smother ,sadness,1,killing, stifle, drown,,6,1,0,0,0,0,0,0,0,0,0,smother killing stifle drow
6330,monster ,fear,1,size, mammoth, giant,,3,1,0,0,0,0,0,0,0,0,0,monster size mammoth giant
6340,terrorist ,fear,1,killing, butcher, assassin,,3,1,0,0,0,0,0,0,0,0,0,terrorist killing butcher assassi
6341,terrorist ,anger,1,killing, butcher, assassin,,4,1,0,0,0,0,0,0,0,0,0,terrorist killing butcher assassi
6344,terrorist ,surprise,1,killing, butcher, assassin,,10,1,0,0,0,0,0,0,0,0,0,terrorist killing butcher assassi
6347,terrorist ,sadness,1,killing, butcher, assassin,,6,1,0,0,0,0,0,0,0,0,0,terrorist killing butcher assassi
6348,terrorist ,disgust,1,killing, butcher, assassin,,7,1,0,0,0,0,0,0,0,0,0,terrorist killing butcher assassi
6443,hug ,trust,1,cuddle, clasp, smack,,5,1,0,0,0,0,0,0,0,0,0,hug cuddle clasp smack
6449,hug ,joy,1,cuddle, clasp, smack,,8,1,0,0,0,0,0,0,0,0,0,hug cuddle clasp smack
6460,torture ,fear,1,brutality, cruelty, ferocity,,3,1,0,0,0,0,0,0,0,0,0,torture brutality cruelty ferocity
6461,torture ,anger,1,brutality, cruelty, ferocity,,4,1,0,0,0,0,0,0,0,0,0,torture brutality cruelty ferocity
6467,torture ,sadness,1,brutality, cruelty, ferocity,,6,1,0,0,0,0,0,0,0,0,0,torture brutality cruelty ferocity
6468,torture ,disgust,1,brutality, cruelty, ferocity,,7,1,0,0,0,0,0,0,0,0,0,torture brutality cruelty ferocity
6470,mortification ,fear,1,pain, stew, chagrin,,3,1,0,0,0,0,0,0,0,0,0,mortification pain stew chagri
6477,mortification ,sadness,1,pain, stew, chagrin,,6,1,0,0,0,0,0,0,0,0,0,mortification pain stew chagri
6590,timidity ,fear,1,uncertainty, bewilderment, suspense,,3,1,0,0,0,0,0,0,0,0,0,timidity uncertainty bewilderment suspens
6592,timidity ,anticip,1,uncertainty, bewilderment, suspense,,9,1,0,0,0,0,0,0,0,0,0,timidity uncertainty bewilderment suspens
6690,growl ,fear,1,clamor, complain, croak,,3,1,0,0,0,0,0,0,0,0,0,growl clamor complain croak
6691,growl ,anger,1,clamor, complain, croak,,4,1,0,0,0,0,0,0,0,0,0,growl clamor complain croak
6764,judgment ,surprise,1,sentence, finding, decision,,10,1,0,0,0,0,0,0,0,0,0,judgment sentence finding decisi
6774,trick ,surprise,1,deception, blind, reach,,10,1,0,0,0,0,0,0,0,0,0,trick deception blind reach
6890,accident ,fear,1,chance, casualty, luck,,3,1,0,0,0,0,0,0,0,0,0,accident chance casualty luck
6894,accident ,surprise,1,chance, casualty, luck,,10,1,0,0,0,0,0,0,0,0,0,accident chance casualty luck
6897,accident ,sadness,1,chance, casualty, luck,,6,1,0,0,0,0,0,0,0,0,0,accident chance casualty luck
6902,cramp ,anticip,1,contraction, crunch, narrow,,9,1,0,0,0,0,0,0,0,0,0,cramp contraction crunch narrow
6930,picket ,fear,1,punishment, torture, strike,,3,1,0,0,0,0,0,0,0,0,0,picket punishment torture strik
6931,picket ,anger,1,punishment, torture, strike,,4,1,0,0,0,0,0,0,0,0,0,picket punishment torture strik
6963,leader ,trust,1,director, conductor, agitator,,5,1,0,0,0,0,0,0,0,0,0,leader director conductor agitator
6972,cheer ,anticip,1,relief, console, comfort,,9,1,0,0,0,0,0,0,0,0,0,cheer relief console comfort
6973,cheer ,trust,1,relief, console, comfort,,5,1,0,0,0,0,0,0,0,0,0,cheer relief console comfort
6979,cheer ,joy,1,relief, console, comfort,,8,1,0,0,0,0,0,0,0,0,0,cheer relief console comfort
6990,harm ,fear,1,amenity, enchantment, seduction,,3,1,0,0,0,0,0,0,0,0,0,harm amenity enchantment seducti
7020,cripple ,fear,1,disease, patient, case,,3,1,0,0,0,0,0,0,0,0,0,cripple disease patient cas
7027,cripple ,sadness,1,disease, patient, case,,6,1,0,0,0,0,0,0,0,0,0,cripple disease patient cas
7057,flaw ,sadness,1,blemish, defect, deformity,,6,1,0,0,0,0,0,0,0,0,0,flaw blemish defect deformity
7143,chart ,trust,1,advice, manual, guide,,5,1,0,0,0,0,0,0,0,0,0,chart advice manual guid
7210,falter ,fear,1,fear, crouch, funk,,3,1,0,0,0,0,0,0,0,0,0,falter fear crouch funk
7228,slug ,disgust,1,inactivity, idler, drone,,7,1,0,0,0,0,0,0,0,0,0,slug inactivity idler dr
7252,commonplace ,anticip,1,habit, regular, established,,9,1,0,0,0,0,0,0,0,0,0,commonplace habit regular established
7253,commonplace ,trust,1,habit, regular, established,,5,1,0,0,0,0,0,0,0,0,0,commonplace habit regular established
7313,exchange ,trust,1,correlation, barter, link,,5,1,0,0,0,0,0,0,0,0,0,xchange correlation barter link
7382,score ,anticip,1,twenty, six, thirteen,,9,1,0,0,0,0,0,0,0,0,0,score twenty six thirt
7411,row ,anger,1,violence, uproar, riot,,4,1,0,0,0,0,0,0,0,0,0,row violence uproar riot
7440,penetration ,fear,1,ingress, entry, incursion,,3,1,0,0,0,0,0,0,0,0,0,penetration ingress entry incursi
7441,penetration ,anger,1,ingress, entry, incursion,,4,1,0,0,0,0,0,0,0,0,0,penetration ingress entry incursi
7470,speculation ,fear,1,chance, stake, venture,,3,1,0,0,0,0,0,0,0,0,0,speculation chance stake ventur
7477,speculation ,sadness,1,chance, stake, venture,,6,1,0,0,0,0,0,0,0,0,0,speculation chance stake ventur
7530,abuse ,fear,1,impurity, violation, defloration,,3,1,0,0,0,0,0,0,0,0,0,abuse impurity violation deflorati
7531,abuse ,anger,1,impurity, violation, defloration,,4,1,0,0,0,0,0,0,0,0,0,abuse impurity violation deflorati
7613,seal ,trust,1,security, stamp, acceptance,,5,1,0,0,0,0,0,0,0,0,0,seal security stamp acceptanc
7623,good ,trust,1,completeness, absolute, plenary,,5,1,0,0,0,0,0,0,0,0,0,good completeness absolute plenary
7629,good ,joy,1,completeness, absolute, plenary,,8,1,0,0,0,0,0,0,0,0,0,good completeness absolute plenary
7654,oddity ,surprise,1,extravagance, eccentricity, absurdity,,10,1,0,0,0,0,0,0,0,0,0,ddity extravagance eccentricity absurdity
7660,shiver ,fear,1,fear, shake, quiver,,3,1,0,0,0,0,0,0,0,0,0,shiver fear shake quiver
7661,shiver ,anger,1,fear, shake, quiver,,4,1,0,0,0,0,0,0,0,0,0,shiver fear shake quiver
7662,shiver ,anticip,1,fear, shake, quiver,,9,1,0,0,0,0,0,0,0,0,0,shiver fear shake quiver
7667,shiver ,sadness,1,fear, shake, quiver,,6,1,0,0,0,0,0,0,0,0,0,shiver fear shake quiver
7761,upset ,anger,1,depression, fell, level,,4,1,0,0,0,0,0,0,0,0,0,upset depression fell level
7767,upset ,sadness,1,depression, fell, level,,6,1,0,0,0,0,0,0,0,0,0,upset depression fell level
7858,boil ,disgust,1,disease, abscess, ulcer,,7,1,0,0,0,0,0,0,0,0,0,boil disease abscess ulcer
7867,loss ,sadness,1,deterioration, damage, impairment,,6,1,0,0,0,0,0,0,0,0,0,loss deterioration damage impairment
7971,sharpen ,anger,1,intensify, energize, exert,,4,1,0,0,0,0,0,0,0,0,0,sharpen intensify energize exert
7972,sharpen ,anticip,1,intensify, energize, exert,,9,1,0,0,0,0,0,0,0,0,0,sharpen intensify energize exert
8029,salute ,joy,1,courtesy, kiss, pledge,,8,1,0,0,0,0,0,0,0,0,0,salute courtesy kiss pledg
8063,credit ,trust,1,repute, prestige, figure,,5,1,0,0,0,0,0,0,0,0,0,credit repute prestige figur
8091,fury ,anger,1,rough, bully, terrorist,,4,1,0,0,0,0,0,0,0,0,0,fury rough bully terrorist
8110,quiver ,fear,1,cold, shake, shiver,,3,1,0,0,0,0,0,0,0,0,0,quiver cold shake shiver
8141,outrage ,anger,1,harm, injure, wrong,,4,1,0,0,0,0,0,0,0,0,0,utrage harm injure wrong
8148,outrage ,disgust,1,harm, injure, wrong,,7,1,0,0,0,0,0,0,0,0,0,utrage harm injure wrong
8189,beam ,joy,1,gravity, balance, scale,,8,1,0,0,0,0,0,0,0,0,0,beam gravity balance scal
8191,discord ,anger,1,enmity, bitterness, hostility,,4,1,0,0,0,0,0,0,0,0,0,discord enmity bitterness hostility
8198,discord ,disgust,1,enmity, bitterness, hostility,,7,1,0,0,0,0,0,0,0,0,0,discord enmity bitterness hostility
8282,cap ,anticip,1,covering, tip, bind,,9,1,0,0,0,0,0,0,0,0,0,cap covering tip bind
8283,cap ,trust,1,covering, tip, bind,,5,1,0,0,0,0,0,0,0,0,0,cap covering tip bind
8292,fancy ,anticip,1,love, regard, admiration,,9,1,0,0,0,0,0,0,0,0,0,fancy love regard admirati
8299,fancy ,joy,1,love, regard, admiration,,8,1,0,0,0,0,0,0,0,0,0,fancy love regard admirati
8350,torture ,fear,1,torment, rack, anguish,,3,1,0,0,0,0,0,0,0,0,0,torture torment rack anguish
8351,torture ,anger,1,torment, rack, anguish,,4,1,0,0,0,0,0,0,0,0,0,torture torment rack anguish
8352,torture ,anticip,1,torment, rack, anguish,,9,1,0,0,0,0,0,0,0,0,0,torture torment rack anguish
8357,torture ,sadness,1,torment, rack, anguish,,6,1,0,0,0,0,0,0,0,0,0,torture torment rack anguish
8358,torture ,disgust,1,torment, rack, anguish,,7,1,0,0,0,0,0,0,0,0,0,torture torment rack anguish
8360,pain ,fear,1,wound, hurt, provoke,,3,1,0,0,0,0,0,0,0,0,0,pain wound hurt provok
8367,pain ,sadness,1,wound, hurt, provoke,,6,1,0,0,0,0,0,0,0,0,0,pain wound hurt provok
8373,nurse ,trust,1,keeper, bonne, nanny,,5,1,0,0,0,0,0,0,0,0,0,urse keeper bonne nanny
8443,deal ,trust,1,compact, covenant, bargain,,5,1,0,0,0,0,0,0,0,0,0,deal compact covenant bargai
8449,deal ,joy,1,compact, covenant, bargain,,8,1,0,0,0,0,0,0,0,0,0,deal compact covenant bargai
8450,apprehension ,fear,1,taking, abstraction, seizure,,3,1,0,0,0,0,0,0,0,0,0,apprehension taking abstraction seizur
8490,serpent ,fear,1,animal, viper, crocodile,,3,1,0,0,0,0,0,0,0,0,0,serpent animal viper crocodil
8498,serpent ,disgust,1,animal, viper, crocodile,,7,1,0,0,0,0,0,0,0,0,0,serpent animal viper crocodil
8513,truth ,trust,1,existence, reality, fact,,5,1,0,0,0,0,0,0,0,0,0,truth existence reality fact
8673,virtue ,trust,1,right, law, morals,,5,1,0,0,0,0,0,0,0,0,0,virtue right law morals
8704,stagger ,surprise,1,wonder, fascinate, confound,,10,1,0,0,0,0,0,0,0,0,0,stagger wonder fascinate confound
8761,offensive ,anger,1,musty, strong, tainted,,4,1,0,0,0,0,0,0,0,0,0,ffensive musty strong tainted
8768,offensive ,disgust,1,musty, strong, tainted,,7,1,0,0,0,0,0,0,0,0,0,ffensive musty strong tainted
8783,horse ,trust,1,support, hob, table,,5,1,0,0,0,0,0,0,0,0,0,horse support hob tabl
8862,draft ,anticip,1,plan, skeleton, draught,,9,1,0,0,0,0,0,0,0,0,0,draft plan skeleton draught
8880,bait ,fear,1,cross, bore, harass,,3,1,0,0,0,0,0,0,0,0,0,bait cross bore harass
8883,bait ,trust,1,cross, bore, harass,,5,1,0,0,0,0,0,0,0,0,0,bait cross bore harass
8890,rejection ,fear,1,exclusion, repudiation, refusal,,3,1,0,0,0,0,0,0,0,0,0,rejection exclusion repudiation refusal
8891,rejection ,anger,1,exclusion, repudiation, refusal,,4,1,0,0,0,0,0,0,0,0,0,rejection exclusion repudiation refusal
8897,rejection ,sadness,1,exclusion, repudiation, refusal,,6,1,0,0,0,0,0,0,0,0,0,rejection exclusion repudiation refusal
8898,rejection ,disgust,1,exclusion, repudiation, refusal,,7,1,0,0,0,0,0,0,0,0,0,rejection exclusion repudiation refusal
8948,gross ,disgust,1,vice, heinous, infamous,,7,1,0,0,0,0,0,0,0,0,0,gross vice heinous infamous
8980,muzzle ,fear,1,prison, gag, bit,,3,1,0,0,0,0,0,0,0,0,0,muzzle prison gag bit
8991,sting ,anger,1,pain, hurt, bite,,4,1,0,0,0,0,0,0,0,0,0,sting pain hurt bit
9050,deterioration ,fear,1,regression, recidivism, fall,,3,1,0,0,0,0,0,0,0,0,0,deterioration regression recidivism fall
9051,deterioration ,anger,1,regression, recidivism, fall,,4,1,0,0,0,0,0,0,0,0,0,deterioration regression recidivism fall
9057,deterioration ,sadness,1,regression, recidivism, fall,,6,1,0,0,0,0,0,0,0,0,0,deterioration regression recidivism fall
9058,deterioration ,disgust,1,regression, recidivism, fall,,7,1,0,0,0,0,0,0,0,0,0,deterioration regression recidivism fall
9070,swelling ,fear,1,expansion, tumor, increment,,3,1,0,0,0,0,0,0,0,0,0,swelling expansion tumor increment
9150,brutality ,fear,1,savagery, cruelty, ferocity,,3,1,0,0,0,0,0,0,0,0,0,brutality savagery cruelty ferocity
9151,brutality ,anger,1,savagery, cruelty, ferocity,,4,1,0,0,0,0,0,0,0,0,0,brutality savagery cruelty ferocity
9160,shock ,fear,1,pain, trial, trouble,,3,1,0,0,0,0,0,0,0,0,0,shock pain trial troubl
9161,shock ,anger,1,pain, trial, trouble,,4,1,0,0,0,0,0,0,0,0,0,shock pain trial troubl
9164,shock ,surprise,1,pain, trial, trouble,,10,1,0,0,0,0,0,0,0,0,0,shock pain trial troubl
9203,greatness ,trust,1,superiority, prevalence, advantage,,5,1,0,0,0,0,0,0,0,0,0,greatness superiority prevalence advantag
9204,greatness ,surprise,1,superiority, prevalence, advantage,,10,1,0,0,0,0,0,0,0,0,0,greatness superiority prevalence advantag
9209,greatness ,joy,1,superiority, prevalence, advantage,,8,1,0,0,0,0,0,0,0,0,0,greatness superiority prevalence advantag
9213,school ,trust,1,nursery, kindergarten, lexicon,,5,1,0,0,0,0,0,0,0,0,0,school nursery kindergarten lexic
9223,confirmation ,trust,1,rite, ordination, ordinance,,5,1,0,0,0,0,0,0,0,0,0,confirmation rite ordination ordinanc
9263,proof ,trust,1,indication, exposition, pattern,,5,1,0,0,0,0,0,0,0,0,0,proof indication exposition patter
9353,embrace ,trust,1,choice, espouse, adopt,,5,1,0,0,0,0,0,0,0,0,0,mbrace choice espouse adopt
9359,embrace ,joy,1,choice, espouse, adopt,,8,1,0,0,0,0,0,0,0,0,0,mbrace choice espouse adopt
9360,court ,fear,1,legality, tribunal, law,,3,1,0,0,0,0,0,0,0,0,0,court legality tribunal law
9361,court ,anger,1,legality, tribunal, law,,4,1,0,0,0,0,0,0,0,0,0,court legality tribunal law
9362,court ,anticip,1,legality, tribunal, law,,9,1,0,0,0,0,0,0,0,0,0,court legality tribunal law
9373,advocate ,trust,1,friend, partisan, comrade,,5,1,0,0,0,0,0,0,0,0,0,advocate friend partisan comrad
9413,harmony ,trust,1,peace, accord, calm,,5,1,0,0,0,0,0,0,0,0,0,harmony peace accord calm
9419,harmony ,joy,1,peace, accord, calm,,8,1,0,0,0,0,0,0,0,0,0,harmony peace accord calm
9447,hollow ,sadness,1,indentation, depression, pit,,6,1,0,0,0,0,0,0,0,0,0,hollow indentation depression pit
9487,depression ,sadness,1,hopelessness, pessimism, pessimist,,6,1,0,0,0,0,0,0,0,0,0,depression hopelessness pessimism pessimist
9643,cooperation ,trust,1,agreement, concurrence, consent,,5,1,0,0,0,0,0,0,0,0,0,cooperation agreement concurrence consent
9731,bark ,anger,1,threat, snarl, defy,,4,1,0,0,0,0,0,0,0,0,0,bark threat snarl defy
9753,swear ,trust,1,promise, vow, engage,,5,1,0,0,0,0,0,0,0,0,0,swear promise vow engag
9771,stone ,anger,1,punishment, pelt, masthead,,4,1,0,0,0,0,0,0,0,0,0,stone punishment pelt masthead
9793,passion ,trust,1,desire, mania, rage,,5,1,0,0,0,0,0,0,0,0,0,passion desire mania rag
9799,passion ,joy,1,desire, mania, rage,,8,1,0,0,0,0,0,0,0,0,0,passion desire mania rag
9889,sweet ,joy,1,sweetness, lush, sweetened,,8,1,0,0,0,0,0,0,0,0,0,sweet sweetness lush sweetened
9893,brotherhood ,trust,1,friendship, fraternity, friendliness,,5,1,0,0,0,0,0,0,0,0,0,brotherhood friendship fraternity friendliness
10010,foul ,fear,1,vice, heinous, infamous,,3,1,0,0,0,0,0,0,0,0,0,foul vice heinous infamous
10011,foul ,anger,1,vice, heinous, infamous,,4,1,0,0,0,0,0,0,0,0,0,foul vice heinous infamous
10018,foul ,disgust,1,vice, heinous, infamous,,7,1,0,0,0,0,0,0,0,0,0,foul vice heinous infamous
10060,reject ,fear,1,rejection, spin, cast,,3,1,0,0,0,0,0,0,0,0,0,reject rejection spin cast
10061,reject ,anger,1,rejection, spin, cast,,4,1,0,0,0,0,0,0,0,0,0,reject rejection spin cast
10067,reject ,sadness,1,rejection, spin, cast,,6,1,0,0,0,0,0,0,0,0,0,reject rejection spin cast
10100,mercenary ,fear,1,servant, creature, puppet,,3,1,0,0,0,0,0,0,0,0,0,mercenary servant creature puppet
10112,quicken ,anticip,1,aid, hasten, speed,,9,1,0,0,0,0,0,0,0,0,0,quicken aid hasten speed
10144,trip ,surprise,1,guilt, slip, lapse,,10,1,0,0,0,0,0,0,0,0,0,trip guilt slip laps
10400,dike ,fear,1,furrow, dyke, ditch,,3,1,0,0,0,0,0,0,0,0,0,dike furrow dyke ditch
10420,obscurity ,fear,1,darkness, gloom, dusk,,3,1,0,0,0,0,0,0,0,0,0,bscurity darkness gloom dusk
10500,dissolution ,fear,1,abolition, bounce, sack,,3,1,0,0,0,0,0,0,0,0,0,dissolution abolition bounce sack
10501,dissolution ,anger,1,abolition, bounce, sack,,4,1,0,0,0,0,0,0,0,0,0,dissolution abolition bounce sack
10504,dissolution ,surprise,1,abolition, bounce, sack,,10,1,0,0,0,0,0,0,0,0,0,dissolution abolition bounce sack
10507,dissolution ,sadness,1,abolition, bounce, sack,,6,1,0,0,0,0,0,0,0,0,0,dissolution abolition bounce sack
10532,dawn ,anticip,1,priority, herald, precede,,9,1,0,0,0,0,0,0,0,0,0,dawn priority herald preced
10593,measure ,trust,1,quantity, fix, enumerate,,5,1,0,0,0,0,0,0,0,0,0,measure quantity fix enumerat
10603,alliance ,trust,1,concord, conciliation, reunion,,5,1,0,0,0,0,0,0,0,0,0,alliance concord conciliation reuni
10620,warning ,fear,1,caution, caveat, monitor,,3,1,0,0,0,0,0,0,0,0,0,warning caution caveat monitor
10631,outrage ,anger,1,deterioration, damage, impairment,,4,1,0,0,0,0,0,0,0,0,0,utrage deterioration damage impairment
10638,outrage ,disgust,1,deterioration, damage, impairment,,7,1,0,0,0,0,0,0,0,0,0,utrage deterioration damage impairment
10641,fleece ,anger,1,stealing, sponge, rook,,4,1,0,0,0,0,0,0,0,0,0,fleece stealing sponge rook
10647,fleece ,sadness,1,stealing, sponge, rook,,6,1,0,0,0,0,0,0,0,0,0,fleece stealing sponge rook
10648,fleece ,disgust,1,stealing, sponge, rook,,7,1,0,0,0,0,0,0,0,0,0,fleece stealing sponge rook
10671,contradict ,anger,1,rebut, oppose, cheek,,4,1,0,0,0,0,0,0,0,0,0,contradict rebut oppose cheek
10712,expect ,anticip,1,hope, trust, flatter,,9,1,0,0,0,0,0,0,0,0,0,xpect hope trust flatter
10713,expect ,trust,1,hope, trust, flatter,,5,1,0,0,0,0,0,0,0,0,0,xpect hope trust flatter
10714,expect ,surprise,1,hope, trust, flatter,,10,1,0,0,0,0,0,0,0,0,0,xpect hope trust flatter
10723,green ,trust,1,verdant, olive, greenish,,5,1,0,0,0,0,0,0,0,0,0,green verdant olive greenish
10729,green ,joy,1,verdant, olive, greenish,,8,1,0,0,0,0,0,0,0,0,0,green verdant olive greenish
10763,routine ,trust,1,periodicity, period, cycle,,5,1,0,0,0,0,0,0,0,0,0,routine periodicity period cycl
10771,rage ,anger,1,resentment, storm, foam,,4,1,0,0,0,0,0,0,0,0,0,rage resentment storm foam
10890,disappear ,fear,1,evaporate, dissolve, fade,,3,1,0,0,0,0,0,0,0,0,0,disappear evaporate dissolve fad
10928,rubbish ,disgust,1,garbage, refuse, rejects,,7,1,0,0,0,0,0,0,0,0,0,rubbish garbage refuse rejects
10932,restlessness ,anticip,1,agitation, instability, chameleon,,9,1,0,0,0,0,0,0,0,0,0,restlessness agitation instability chamel
10941,grudge ,anger,1,hate, pique, malice,,4,1,0,0,0,0,0,0,0,0,0,grudge hate pique malic
11003,neutrality ,trust,1,indifference, coldness, disdain,,5,1,0,0,0,0,0,0,0,0,0,utrality indifference coldness disdai
11043,compass ,trust,1,measurement, standard, calipers,,5,1,0,0,0,0,0,0,0,0,0,compass measurement standard calipers
11080,advance ,fear,1,improvement, cultivate, enhance,,3,1,0,0,0,0,0,0,0,0,0,advance improvement cultivate enhanc
11082,advance ,anticip,1,improvement, cultivate, enhance,,9,1,0,0,0,0,0,0,0,0,0,advance improvement cultivate enhanc
11084,advance ,surprise,1,improvement, cultivate, enhance,,10,1,0,0,0,0,0,0,0,0,0,advance improvement cultivate enhanc
11089,advance ,joy,1,improvement, cultivate, enhance,,8,1,0,0,0,0,0,0,0,0,0,advance improvement cultivate enhanc
11229,fancy ,joy,1,imagination, inspiration, verve,,8,1,0,0,0,0,0,0,0,0,0,fancy imagination inspiration verv
11262,fathom ,anticip,1,depth, plumb, sound,,9,1,0,0,0,0,0,0,0,0,0,fathom depth plumb sound
11272,embrace ,anticip,1,friendship, know, love,,9,1,0,0,0,0,0,0,0,0,0,mbrace friendship know lov
11273,embrace ,trust,1,friendship, know, love,,5,1,0,0,0,0,0,0,0,0,0,mbrace friendship know lov
11274,embrace ,surprise,1,friendship, know, love,,10,1,0,0,0,0,0,0,0,0,0,mbrace friendship know lov
11279,embrace ,joy,1,friendship, know, love,,8,1,0,0,0,0,0,0,0,0,0,mbrace friendship know lov
11390,sweat ,fear,1,heat, flame, stew,,3,1,0,0,0,0,0,0,0,0,0,sweat heat flame stew
11451,hate ,anger,1,abhor, loathe, detest,,4,1,0,0,0,0,0,0,0,0,0,hate abhor loathe detest
11457,hate ,sadness,1,abhor, loathe, detest,,6,1,0,0,0,0,0,0,0,0,0,hate abhor loathe detest
11458,hate ,disgust,1,abhor, loathe, detest,,7,1,0,0,0,0,0,0,0,0,0,hate abhor loathe detest
11460,elevation ,fear,1,exaltation, generosity, chivalry,,3,1,0,0,0,0,0,0,0,0,0,levation exaltation generosity chivalry
11548,mockery ,disgust,1,deception, fraud, counterfeit,,7,1,0,0,0,0,0,0,0,0,0,mockery deception fraud counterfeit
11562,lull ,anticip,1,cessation, respite, pause,,9,1,0,0,0,0,0,0,0,0,0,lull cessation respite paus
11613,trust ,trust,1,hope, confide, flatter,,5,1,0,0,0,0,0,0,0,0,0,trust hope confide flatter
11651,punch ,anger,1,opening, prick, spear,,4,1,0,0,0,0,0,0,0,0,0,punch opening prick spear
11773,freedom ,trust,1,toleration, anarchy, deposition,,5,1,0,0,0,0,0,0,0,0,0,freedom toleration anarchy depositi
11779,freedom ,joy,1,toleration, anarchy, deposition,,8,1,0,0,0,0,0,0,0,0,0,freedom toleration anarchy depositi
11921,incense ,anger,1,resentment, provoke, wound,,4,1,0,0,0,0,0,0,0,0,0,incense resentment provoke wound
11933,unity ,trust,1,completeness, solidity, entirety,,5,1,0,0,0,0,0,0,0,0,0,unity completeness solidity entirety
11980,escape ,fear,1,liberation, clear, loose,,3,1,0,0,0,0,0,0,0,0,0,scape liberation clear loos
11982,escape ,anticip,1,liberation, clear, loose,,9,1,0,0,0,0,0,0,0,0,0,scape liberation clear loos
12050,evasion ,fear,1,avoidance, seclusion, rejection,,3,1,0,0,0,0,0,0,0,0,0,vasion avoidance seclusion rejecti
12057,evasion ,sadness,1,avoidance, seclusion, rejection,,6,1,0,0,0,0,0,0,0,0,0,vasion avoidance seclusion rejecti
12101,storm ,anger,1,violence, tempest, ferment,,4,1,0,0,0,0,0,0,0,0,0,storm violence tempest ferment
